04	06	21	OOMS	009	4924202
24	06	15	OAKB	009	7242499
24	03	51	EBCI	009	4293754
01	07	06	LDZA	009	1189513
04	02	09	EKCH	009	2656698
12	21	14	OJAI	009	6957275
01	07	13	OMDB	009	5991301
24	04	30	EBCI	009	7309404
24	05	32	UBBB	009	2670202
04	14	32	LDZA	009	4011775
12	23	24	SBBR	009	5892312
24	18	40	SUAA	009	6103242
12	21	41	OMDB	009	2827787
24	12	04	EKCH	009	3532698
01	20	08	OSDI	040	0406193
12	19	44	LBSF	009	4592360
24	13	50	OAKB	009	2493987
01	20	15	LKPR	009	2808394
04	13	25	OMDB	009	1801000
24	08	55	SVMI	009	3672009
24	03	15	VIDP	009	6353660
24	08	32	SEQM	009	5198279
12	11	08	UBBB	009	2493173
12	13	43	SGAS	009	6946360
24	03	56	OAKB	009	4701425
01	08	45	SVMI	009	9711974
12	09	47	SUAA	009	9205096
01	20	16	OMDB	009	8653081
01	21	24	SPIM	009	2937571
01	01	53	EHAM	009	8926405
24	13	58	SBBR	009	5374790
12	13	44	SEQM	009	1547054
01	03	55	SVMI	009	0855433
01	05	33	OYSN	011	5367301
04	03	19	LBSF	009	8782578
04	19	52	SGAS	009	1531670
24	20	53	OYSN	009	6011816
12	02	57	EKCH	009	1334880
24	23	51	SCEL	009	2984442
04	20	34	LOWW	009	8819832
04	16	16	OERK	009	2275535
04	04	03	OOMS	009	9554456
04	20	05	LBSF	009	6157504
12	01	24	SBBR	009	0968737
12	08	42	EKCH	009	9249472
04	23	42	EHAM	009	6450155
24	06	29	SLLP	009	9470203
01	09	13	LBSF	009	2840691
12	04	08	OYSN	009	9867897
12	11	10	SABE	009	5226759
12	05	06	LATI	009	9529767
04	02	22	SLLP	009	5057480
04	05	07	LBSF	009	3676137
12	10	08	OOMS	072	0984886
04	19	08	SVMI	009	3432321
24	15	25	SEQM	009	2193930
04	01	24	EKCH	009	9823285
12	07	16	LATI	009	1360242
12	09	36	LDZA	009	1402760
24	07	51	EKCH	009	2494278
01	13	36	LBSF	009	5155570
01	07	09	EDDI	009	0117555
24	09	09	SEQM	009	1440818
01	18	27	SGAS	009	7794099
04	13	20	OJAI	009	1399177
12	11	17	SBBR	009	3156746
24	21	32	SUAA	009	6831624
24	07	55	SPIM	009	7166224
24	20	48	OAKB	009	0075964
01	07	57	EHAM	009	5328066
04	19	12	LATI	009	5903028
24	23	08	OSDI	009	4819237
24	14	47	EHAM	009	2898189
01	19	21	SLLP	009	6787206
24	23	49	LATI	009	2726534
24	12	12	SLLP	009	1352260
01	19	59	UMMS	009	9954880
01	01	07	OSDI	009	2732331
12	02	19	OOMS	009	0078372
01	16	33	UMMS	068	0984669
04	12	54	EDDI	009	5952185
01	13	09	SKBO	009	8266416
24	16	32	OMDB	009	2454451
04	04	23	SLLP	009	0775695
04	20	55	LATI	009	3894514
04	14	58	LKPR	009	1202874
01	02	08	SCEL	025	7486984
04	18	33	VIDP	009	1241388
24	17	57	SABE	009	4483149
01	18	12	SABE	009	2048238
24	23	39	LATI	009	8704353
12	06	39	EHAM	009	1354497
24	11	38	LATI	009	4175346
12	18	36	SKBO	009	5428828
01	02	28	SCEL	009	2042195
04	04	12	SKBO	009	8400847
04	09	28	OYSN	009	7341230
24	10	45	LDZA	009	3468947
04	13	46	UMMS	009	1383827
04	02	41	OYSN	009	0885280
12	18	38	OSDI	009	7946894
01	06	55	SKBO	009	4135083
12	22	47	VIDP	009	1815348
12	13	27	VIDP	043	2016177
12	03	42	EKCH	009	0872622
01	23	32	OSDI	009	0484113
01	11	45	SUAA	061	9517550
24	23	49	VIDP	009	6569314
24	09	18	SEQM	009	6399848
04	23	11	VIDP	009	0366177
12	05	44	LOWW	009	1304448
24	16	09	SLLP	009	7159426
12	01	33	OJAI	009	5935387
01	11	36	OOMS	030	1293415
12	10	20	SBBR	030	5686343
04	21	01	VIDP	030	9940756
04	02	22	OMDB	030	3429972
01	23	43	SPIM	047	0178484
04	19	39	SVMI	030	1812979
12	18	01	LKPR	030	3909182
24	16	44	SBBR	030	5185653
24	02	24	OJAI	030	4808228
12	08	29	SPIM	030	0954324
04	18	07	EBCI	030	7671082
01	08	29	EHAM	030	7878297
12	13	32	LKPR	030	5809283
01	10	12	LBSF	030	8489187
04	21	46	LKPR	030	7098968
01	09	45	OJAI	030	6810027
01	03	09	UBBB	030	1322354
24	20	05	LKPR	030	6774219
04	18	13	OMDB	030	1607719
04	15	37	LBSF	030	9241804
24	22	37	OPKC	030	6142683
12	12	17	LATI	030	5155360
24	18	47	UBBB	030	0076023
24	01	46	LOWW	030	5802533
24	16	06	EDDI	030	5535077
24	04	40	UBBB	030	2961637
24	14	12	OOMS	030	0998828
01	03	20	SABE	030	4089503
24	06	52	EDDI	030	9018922
24	15	29	SLLP	030	4834658
12	23	42	SEQM	030	4477685
01	03	11	EBCI	030	6157419
12	14	44	UMMS	030	8189156
04	07	35	OOMS	010	3446975
12	10	51	SVMI	030	7759883
24	14	47	OPKC	030	4237129
12	15	12	SCEL	030	7691419
01	22	31	SBBR	030	9931660
24	01	19	UMMS	030	7946358
24	13	42	SGAS	030	5319922
12	23	15	SKBO	030	7177590
04	10	33	OJAI	030	9525349
12	04	35	OMDB	030	7956304
01	08	58	OSDI	030	2274206
12	12	44	OYSN	030	3035588
12	20	34	VIDP	030	2761941
24	01	34	OMDB	030	6060438
04	11	15	EHAM	030	0503074
04	15	55	OJAI	030	5203691
01	11	03	OAKB	030	0165586
12	17	56	UBBB	030	3445104
04	11	47	OPKC	030	2583691
